2843 29 00;22199-08-2;[4-amino-N-(pyrimidin-2(1H)-ylidene-κN 1)benzenesulfonamidato-κO]silver
2933 79 00;61516-73-2;ethyl 2-oxopyrrolidin-2-ylacetate
2933 79 00;71107-19-2;2-oxo-5-vinylpyrrolidine-3-carboxamide
2933 79 00;75363-99-4;p-nitrobenzyl (2R,5R,6S)-6-[(R)-1-hydroxyethyl]-3,7-dioxo-1-azabicyclo[3.2.0]heptane-2-carboxylate
2933 79 00;76855-69-1;(3S,4R)-4-acetoxy-3-[(R)-1-(tert-butyldimethylsilyloxy)ethyl]azetidin-2-one
2933 79 00;79200-56-9;(1R,4S)-2-azabicyclo[2.2.1]hept-5-en-3-one
2933 79 00;80082-62-8;tetrabutylammonium (2S,3S)-3-{[(benzyloxy)carbonyl]amino}-2-methyl-4-oxoazetidine-1-sulfonate
2933 79 00;80082-65-1;(2S,3S)-3-amino-2-methyl-4-oxoazetidine-1-sulfonic acid
2933 79 00;90776-59-3;4-nitrobenzyl (4R,5R,6S)-3-(diphenoxyphosphoryloxy)-6-[(R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate
2933 79 00;103335-41-7;methyl 3-oxo-4-aza-5-alpha-androst-1-ene-17-beta-carboxylate
2933 79 00;103335-54-2;3-oxo-4-azaandrost-5-ene-17-beta-carboxylic acid
2933 79 00;103335-55-3;3-oxo-4-aza-5-alpha-androstane-17-beta-carboxylic acid
2933 79 00;105318-28-3;((2S,3S)-2-{(1R)-2-[(4-chlorophenyl)sulfanyl]-1-methyl-2-oxoethyl}-3-((1R)-1-hydroxyethyl)-4-oxoazetidin-1-yl)acetic acid
2933 79 00;118289-55-7;6-chloro-5-(2-chloroethyl)indol-2(3H)-one
2933 79 00;122852-75-9;5-methyl-2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indol-1-one
2933 79 00;132127-34-5;(3R,4S)-3-hydroxy-4-phenylazetidin-2-one
2933 79 00;133066-59-8;(3R,4S)-2-oxo-4-phenylazetidin-3-yl acetate
2933 79 00;135297-22-2;(3S,4R)-3-[(R)-1-(tert-butyldimethylsilyloxy)ethyl]-4-[(1R,3S)-3-methoxy-2-oxocyclohexyl]azetidin-2-one
2933 79 00;139122-76-2;4-(2-methyl-2-phenylhydrazino)-5,6-dihydro-2-pyridone
2933 79 00;141316-45-2;potassium 1-(1-hydroxyethyl)-5-methoxy-2-oxo-1,2,5,6,7,8,8a,8b-octahydroazeto[2,1-a]isoindole-4-carboxylate
2933 79 00;141646-08-4;1-{[(cyclohexyloxy)carbonyl]oxy}ethyl 1-(1-hydroxyethyl)-5-methoxy-2-oxo-1,2,5,6,7,8,8a,8b-octahydroazeto[2,1-a]isoindole-4-carboxylate
2933 79 00;148776-18-5;(2-oxo-1-phenylpyrrolidin-3-yl)triphenylphosphonium bromide
2933 79 00;149107-92-6;1-benzoyl-3-(1-methoxy-1-methylethoxy)-4-phenylazetidin-2-one
2933 79 00;159593-17-6;4-tert-butylbenzyl 2-{(2R,3S)-3-[(R)-1-(tert-butyldimethylsilyloxy)ethyl]-2-[(1R,3S)-3-methoxy-2-oxocyclohexyl]-4-oxoazetidin-1-yl}-2-oxoacetate
2933 79 00;162142-14-5;1-cyclopentyl-3-ethyl-1,4,5,6-tetrahydro-7H-pyrazolo[3,4-c]pyridin-7-one
2933 79 00;175873-08-2;4-[(S)-3-amino-2-oxopyrrolidin-1-yl)benzonitrile hydrochloride
2933 79 00;175873-10-6;ethyl 3-(3-{(S)-1-[4-(N′2-hydroxyamidino)phenyl]-2-oxopyrrolidin-3-yl}ureido)propionate
2933 79 00;198213-15-9;sodium 3-(methoxycarbonyl)-2-oxo-1,2,5,6-tetrahydropyridin-4-olate
2933 79 00;205881-86-3;6-fluoro-9-methyl-2-phenyl-4-(pyrrolidine-1-carbonyl)-9H-pyrido[3,4-b]indol-1(2H)-one
2933 79 00;244080-24-8;1-ethyl-9-methoxy-2,6,7,12-tetrahydroindolo[2,3-a]quinolizin-4(3H)-one
2933 79 00;283173-50-2;8-fluoro-2-{4-[(methylamino)methyl]phenyl}-1,3,4,5-tetrahydro-6H-azepino[5,4,3-cd]indol-6-one
2933 79 00;303752-13-8;1-cyclopentyl-3-ethyl-6-(4-methoxybenzyl)-1,4,5,6-tetrahydro-7H-pyrazolo[3,4-c]pyridin-7-one 4-methylbenzene-1-sulfonate
2933 79 00;341031-54-7;N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-2,4-dimethylpyrrole-3-carboxamide L-malate (1:1)
2933 79 00;425663-71-4;(1S)-1-amino-3-methyl-1,3,4,5-tetrahydro-2H-3-benzazepin-2-one hydrochloride
2933 79 00;503614-91-3;ethyl 1-(4-methoxyphenyl)-7-oxo-6-[4-(2-oxopiperidin-1-yl)phenyl]-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylate
2933 79 00;536759-91-8;ethyl 1-(4-methoxyphenyl)-6-(4-nitrophenyl)-7-oxo-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxylate
2933 79 00;536760-29-9;3-chloro-1-(4-nitrophenyl)-5,6-dihydropyridin-2(1H)-one
2933 79 00;586379-61-5;methyl 3-(4-hydroxy-6-methyl-2-oxopyridin-1(2H)-yl)-4-methylbenzoate
2933 79 00;586414-48-4;(–)-3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide
2933 79 00;813452-14-1;(4S)-1-[(2S,3S,11bS)-2-amino-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-pyrido[2,1-a]isoquinolin-3-yl]-4-(fluoromethyl)pyrrolidin-2-one dihydrochloride
2933 99 80;0-00-0;1,4,7,10-tetraazacyclododecane-1,4,7-triacetic acid sulfate
2933 99 80;0-00-0;1-[4-(3-amino-1H-indazol-4-yl)phenyl]-3-(2-fluoro-5-methylphenyl)urea hydrochloride
2933 99 80;0-00-0;5-fluoro-1-(3-fluorobenzyl)-N-(1H-indol-5-yl)-1H-indole-2-carboxamide
2933 99 80;0-00-0;methyl 1-tert-butyl-2-hydroxy-1H-pyrrolo[2,3-b]pyridine-3-carboxylate
2933 99 80;256-96-2;5H-dibenzo[b,f]azepine
2933 99 80;494-19-9;10,11-dihydro-5H-dibenzo[b,f]azepine
2933 99 80;1458-18-0;methyl 3-amino-5,6-dichloropyrazine-2-carboxylate
2933 99 80;2380-94-1;4-hydroxyindole
2933 99 80;2886-65-9;7-chloro-5-(2-fluorophenyl)-1H-1,4-benzodiazepin-2(3H)-one
2933 99 80;636106;1H-1,2,4-triazole-3-carboxamide
2933 99 80;4928-87-4;1H-1,2,4-triazole-3-carboxylic acid
2933 99 80;4928-88-5;methyl 1H-1,2,4-triazole-3-carboxylate
2933 99 80;1287116;3-aminopyrazine-2-carboxylic acid
2933 99 80;5521-55-1;5-methylpyrazine-2-carboxylic acid
2933 99 80;6548-09-0;5-bromotryptophan
2933 99 80;6969-71-7;1,2,4-triazolo[4,3-a]pyridin-3(2H)-one
2933 99 80;7250-67-1;N-(2-chloroethyl)pyrrolidine hydrochloride
2933 99 80;13183-79-4;1-methyltetrazole-5-thiol
2933 99 80;13485-59-1;L-alanyl-L-proline
2933 99 80;14907-27-8;methyl D-tryptophanate hydrochloride
2933 99 80;16298-03-6;methyl 3-aminopyrazine-2-carboxylate
2933 99 80;19686-05-6;2,8-dimethyl-2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indole
2933 99 80;21688-11-9;N 2-[(benzyloxy)carbonyl]-L-glutaminyl-L-asparaginyl-S-benzyl-L-cysteinyl-L-prolyl-L-leucylglycinamide
2933 99 80;21732-17-2;1H-tetrazol-1-ylacetic acid
2933 99 80;22162-51-2;1-(2-nitrobenzyl)-1H-pyrrole-2-carbaldehyde
2933 99 80;26116-12-1;1-ethylpyrrolidin-2-ylmethylamine
2933 99 80;27387-31-1;1,2,3,4-tetrahydro-9-methylcarbazol-4-one
2933 99 80;31251-41-9;8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-one
2933 99 80;31560-19-7;trans-1-benzoyl-4-hydroxyproline
2933 99 80;31560-20-0;methyl trans-1-benzoyl-4-hydroxyprolinate
2933 99 80;32065-66-0;2-(dimethoxymethyl)quinoxaline 1,4-dioxide
2933 99 80;35681-40-4;1-(propan-2-yl)-1,3-dihydro-2H-benzimidazol-2-one
2933 99 80;36916-19-5;5-chloro-2-(3-methyl-4H-1,2,4-triazol-4-yl)benzophenone
2933 99 80;37052-78-1;5-methoxybenzimidazole-2-thiol
2933 99 80;38150-27-5;5-chloro-2-[3-(hydroxymethyl)-5-methyl-4H-1,2,4-triazol-4-yl]benzophenone
2933 99 80;39968-33-7;3H-[1,2,3]triazolo[4,5-b]pyridin-3-ol
2933 99 80;41340-36-7;2-(7-ethyl-1H-indol-3-yl)ethanol
2933 99 80;51077-14-6;(2S)-1-(tert-butoxycarbonyl)azetidine-2-carboxylic acid
2933 99 80;51856-79-2;methyl 1-methylpyrrol-2-ylacetate
2933 99 80;52099-72-6;1-isopropenyl-1H-benzimidazol-2(3H)-one
2933 99 80;52602-39-8;9H-carbazol-4-ol
2933 99 80;54196-61-1;2′,5-dichloro-2-(3-methyl-4H-1,2,4-triazol-4-yl)benzophenone
2933 99 80;54196-62-2;2′,5-dichloro-2-[3-(hydroxymethyl)-5-methyl-4H-1,2,4-triazol-4-yl]benzophenone
2933 99 80;55321-99-8;3-oxo-3,4-dihydropyrazine-2-carboxamide
2933 99 80;55408-10-1;ethyl tetrazole-5-carboxylate
2933 99 80;59032-27-8;sodium 1,2,3-triazole-5-thiolate
2933 99 80;59467-63-9;7-chloro-5-(2-fluorophenyl)-2-(nitromethylene)-2,3-dihydro-1H-1,4-benzodiazepine
2933 99 80;59467-64-0;[7-chloro-5-(2-fluorophenyl)-2,3-dihydro-1H-1,4-benzodiazepin-2-yl]methylamine
2933 99 80;59467-69-5;8-chloro-6-(2-fluorophenyl)-1-methyl-3a,4-dihydro-3H-imidazo[1,5-a][1,4]benzodiazepine
2933 99 80;59468-44-9;8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid
2933 99 80;59469-29-3;[7-chloro-5-(2-fluorophenyl)-2,3-dihydro-1H-1,4-benzodiazepin-2-ylmethyl]ammonium bis(maleate)
2933 99 80;59469-63-5;7-chloro-5-(2-fluorophenyl)-3-methyl-2-(nitromethylene)-2,3-dihydro-1H-1,4-benzodiazepine 4-oxide
2933 99 80;61607-68-9;1-[2-(dimethylamino)ethyl]-4,5-dihydro-1H-tetrazole-5-thione
2933 99 80;62893-24-7;(6-ethyl-4,5-dioxohexahydropyridazine-3-carboxamido)(4-hydroxyphenyl)acetic acid
2933 99 80;64137-52-6;[3-(1H-benzimidazol-2-yl)propyl]methylamine
2933 99 80;64838-55-7;1-[(S)-3-(acetylthio)-2-methylpropionyl]-L-proline
2933 99 80;65632-62-4;(S)-1-(benzyloxycarbonyl)hexahydropyridazine-3-carboxylic acid
2933 99 80;66242-82-8;disodium 2,5-dihydro-5-thiooxo-1H-tetrazol-1-ylmethanesulfonate
2933 99 80;66635-71-0;isopropyl 2,3-dihydro-1H-pyrrolizine-1-carboxylate
2933 99 80;69048-98-2;1-ethyl-1,2-dihydro-5H-tetrazol-5-one
2933 99 80;70890-50-5;3-amino-7-methyl-5-phenyl-1H-1,4-benzodiazepin-2(3H)-one
2933 99 80;71056-57-0;ethyl 1-methyl-5-nitroindole-2-carboxylate
2933 99 80;71208-55-4;diethyl (6-chloro-9H-carbazol-2-yl)methylmalonate
2933 99 80;73963-42-5;5-(4-chlorobutyl)-1-cyclohexyl-1H-tetrazole
2933 99 80;75302-98-6;2-tert-butoxy-2-oxoethyl [1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetate
2933 99 80;80076-47-7;8,9-difluoro-5-methyl-1-oxo-6,7-dihydro-1H,5H-pyrido[3,2,1-ij]quinoline-2-carboxylic acid
2933 99 80;80875-98-5;(2S,3aS,7aS)-octahydro-1H-indole-2-carboxylic acid
2933 99 80;83783-69-1;4-fluorobenzyl-1H-benzimidazol-2-ylamine
2933 99 80;84946-20-3;2-chloro-1-(4-fluorobenzyl)benzimidazole
2933 99 80;85440-79-5;2-methyl-1-nitrosoindoline
2933 99 80;86386-75-6;2,4′-difluoro-2-(1H-1,2,4-triazol-1-yl)acetophenone hydrochloride
2933 99 80;86404-63-9;1-(2,4-difluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethan-1-one
2933 99 80;87269-87-2;benzyl (2S,3aS,6aS)-octahydrocyclopenta[b]pyrrole-2-carboxylate hydrochloride
2933 99 80;90657-55-9;trans-4-cyclohexyl-2-proline hydrochloride
2933 99 80;92992-17-1;1-(methoxycarbonyl)-2,3-dihydro-1H-pyrrolizine-7-carboxylic acid
2933 99 80;95885-13-5;5-ethyl-4-(2-phenoxyethyl)-4H-1,2,4-triazol-3(2H)-one
2933 99 80;96034-57-0;trans-4-hydroxy-1-(4-nitrobenzyloxycarbonyl)-L-proline
2933 99 80;96107-94-7;ethyl 1H-tetrazole-5-carboxylate, sodium salt
2933 99 80;96314-26-0;(4S)-4-phenyl-L-proline
2933 99 80;99724-19-3;tert-butyl [(RS)-pyrrolidin-3-yl]carbamate
2933 99 80;100361-18-0;7-chloro-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid
2933 99 80;100491-29-0;ethyl 7-chloro-1-(2,4-difluorophenyl)-6-fluoro-1,4-dihydro-4-oxonaphthyridine-3-carboxylate
2933 99 80;103201-78-1;4-cyclohexylproline
2933 99 80;103300-89-6;N′6-trifluoroacetyl-L-lysyl-L-proline
2933 99 80;103300-91-0;1-{N′2-[(S)-1-ethoxycarbonyl-3-phenylpropyl]-N′6-trifluoroacetyllysyl}proline
2933 99 80;103831-11-4;pyrrolidin-3-ylamine dihydrochloride
2933 99 80;105152-95-2;ethyl 7-(3-aminopyrrolidin-1-yl)-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylate
2933 99 80;105641-23-4;N′6-trifluoroacetyl-L-lysyl-L-proline p-toluenesulfonate
2933 99 80;106928-72-7;tert-butyl (1S,9S)-6,10-dioxo-9-phthalimidooctahydropyridazo[1,2-a][1,2]diazepine-1-carboxylate
2933 99 80;112193-77-8;1,4,7,10-tetraazoniacyclododecane bis(sulfate)
2933 99 80;113963-68-1;3,4-di(indol-3-yl)-1-methylpyrrole-2,5-dione
2933 99 80;114873-37-9;1,4,7,10-tetraazacyclododecane-1,4,7-triyltriacetic acid
2933 99 80;119192-10-8;4-[(1H-1,2,4-triazol-1-yl)methyl]aniline
2933 99 80;120807-02-5;(4S)-N-benzoyl-4-(mesyloxy)-L-proline
2933 99 80;120851-71-0;trans-1-benzoyl-4-phenyl-L-proline
2933 99 80;122536-48-5;3-[(S)-3-(L-alanylamino)pyrrolidin-1-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid hydrochloride
2933 99 80;122536-66-7;tert-butyl {(S)-1-methyl-2-oxo-2-[(S)-pyrrolidin-3-ylamino]ethyl}carbamate
2933 99 80;122536-91-8;7-{(S)-3-[(S)-2-(tert-butoxycarbonylamino)-1-oxopropylamino]pyrrolidin-1-yl}-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid
2933 99 80;122665-86-5;ethyl [3-(cyanomethyl)-4-oxo-3,4-dihydrophthalazin-1-yl]acetate
2933 99 80;123631-92-5;2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-ol
2933 99 80;124750-53-4;5-(4′-methylbiphenyl-2-yl)-1-trityl-1H-tetrazole
2933 99 80;127105-49-1;methyl (S)-2-amino-4-(1H-tetrazol-5-yl)butyrate
2933 99 80;130404-91-0;N-[(R)-2-({(R)-2-[(2-adamantyloxycarbonyl)amino]-3-(1H-indol-3-yl)-2-methyl-1-oxopropyl}amino)-1-phenylethyl]succinamic acid-1-deoxy-1-methylamino-D-glucitol (1:1)
2933 99 80;131707-24-9;ethyl 6-bromo-5-hydroxy-1-methyl-2-[(phenylsulfanyl)methyl]-1H-indole-3-carboxylate
2933 99 80;132026-12-1;4-(2-methyl-1H-imidazo[4,5-c]pyridin-1-yl)benzoic acid
2933 99 80;134575-17-0;tert-butyl meso-3-azabicyclo[3.1.0]hex-6-ylcarbamate
2933 99 80;137733-33-6;N′,N′-diethyl-2-methyl-N-(6-phenyl-5-propylpyridazin-3-yl)propane-1,2-diamine-fumaric acid (2:3)
2933 99 80;139481-44-0;methyl 1-[(2′-cyanobiphenyl-4-yl)methyl]-2-ethoxy-1H-benzimidazole-7-carboxylate
2933 99 80;139592-99-7;(Z)-1-[3-(3-chloro-4-cyclohexylphenyl)prop-2-enyl]hexahydro-1H-azepine hydrochloride
2933 99 80;141113-41-9;(R)-2-(2,4-difluorophenyl)-3-(1H-1,2,4-triazol-1-yl)propane-1,2-diol
2933 99 80;143322-57-0;5-bromo-3-[(R)-1-methylpyrrolidin-2-ylmethyl]indole
2933 99 80;143722-25-2;2-(2-trityl-2H-tetrazol-5-yl)phenylboronic acid
2933 99 80;143824-78-6;N 1-(tert-butoxycarbonyl)-N-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-tryptophan
2933 99 80;145641-35-6;benzyl (2S,3aR,7aS)-octahydro-1H-indole-2-carboxylate hydrochloride
2933 99 80;149365-59-3;dibenzyl 5,5′-[(3,4-diethylpyrrole-2,5-diyl)bis(methylene)]bis[4-(3-methoxy-3-oxopropyl)-3-methylpyrrole-2-carboxylate]
2933 99 80;149365-62-8;5,5′-[(3,4-diethylpyrrole-2,5-diyl)bis(methylene)]bis[4-(3-hydroxypropyl)-3-methylpyrrole-2-carbaldehyde]
2933 99 80;149715-95-7;(E)-(+)-2-(2,4-difluorophenyl)-1-{3-[4-(2,2,3,3-tetrafluoropropoxy)styryl]-1H-1,2,4-triazol-1-yl}-3-(1H-1,2,4-triazol-1-yl)propan-2-ol
2933 99 80;151860-16-1;meso-3-benzyl-6-nitro-3-azabicyclo[3.1.0]hexane
2933 99 80;152628-02-9;1,4′-dimethyl-2′-propyl-1H,1′H-2,6′-bibenzimidazole
2933 99 80;152628-03-0;4-methyl-2-propylbenzimidazole-6-carboxylic acid
2933 99 80;153139-56-1;3-dimethylaminomethyl-1,2,3,4-tetrahydro-9-methylcarbazol-4-one
2933 99 80;153435-96-2;ethyl 4,6-dichloro-3-formylindole-2-carboxylate
2933 99 80;155322-92-2;(3R)-3-[(S)-1-(methylamino)ethyl]pyrrolidine
2933 99 80;160194-26-3;2-iodo-4-(1H-1,2,4-triazol-1-ylmethyl)aniline
2933 99 80;160194-39-8;2-{5-[(1H-1,2,4-triazol-1-yl)methyl]indol-3-yl}ethan-1-ol
2933 99 80;163457-23-6;3,3-difluoropyrrolidine hydrochloride
2933 99 80;166170-15-6;1-(tert-butoxycarbonyl)-2-methyl-D-proline
2933 99 80;170142-29-7;7-chloro-2-(4-methoxy-2-methylphenyl)-2,3-dihydro-5H-pyridazino[4,5-b]quinoline-1,4,10-trione, sodium salt
2933 99 80;171964-73-1;[N-(4-methoxybenzoyl)-L-valyl]-N-[(1S)-3,3,3-trifluoro-1-isopropyl-2-oxopropyl]-L-prolinamide
2933 99 80;172733-42-5;sodium [(1-benzyl-2-ethyl-3-oxamoylindol-4-yl)oxy]acetate
2933 99 80;176161-55-0;(5,6-dichloro-1H-benzimidazol-2-yl)isopropylamine
2933 99 80;177932-89-7;(4R,5S,6S,7R)-4,7-dibenzyl-1,3-bis(3-aminobenzyl)-5,6-dihydroxyhexahydro-2H-1,3-diazepin-2-one dimethanesulfonate
2933 99 80;178619-89-1;6,7-dichloro-2,3-dimethoxyquinoxalin-5-ylamine
2933 99 80;179528-39-3;N-(biphenyl-2-yl)-4-[(2-methyl-4,5-dihydro-1H-imidazo[4,5-d][1]benzazepin-6-yl)carbonyl]benzamide
2933 99 80;180637-89-2;3-[((2R)-1-methylpyrrolidin-2-yl)methyl]-5-[(E)-2-(phenylsulfonyl)vinyl]indole
2933 99 80;180915-94-0;1-{2-[4-(6-methoxy-3,4-dihydro-1-naphthyl)phenoxy]ethyl}pyrrolidine
2933 99 80;180915-95-1;1-{2-[4-(2-bromo-6-methoxy-3,4-dihydro-1-naphthyl)phenoxy]ethyl}pyrrolidine
2933 99 80;181827-47-4;[N-(methoxycarbonyl)-L-valyl]-L-proline
2933 99 80;182073-77-4;N′-[N-methoxycarbonyl-L-valyl]-N-[(S)-3,3,3-trifluoro-1-isopropyl-2-oxopropyl]-L-prolinamide
2933 99 80;185453-89-8;7-ethyl-3-[2-(trimethylsilyloxy)ethyl]indole
2933 99 80;188113-71-5;1-acetyl-3-[((2R)-1-methylpyrrolidin-2-yl)methyl]-5-[(E)-2-(phenylsulfonyl)vinyl]indole
2933 99 80;188978-02-1;(4R,5S,6S,7R)-1-[(3-amino-1H-indazol-5-yl)methyl]-4,7-dibenzyl-3-butyl-5,6-dihydroxyhexahydro-2H-1,3-diazepin-2-one
2933 99 80;190791-29-8;(5R,6S)-6-phenyl-5-[4-(2-pyrrolidinoethoxy)phenyl]-5,6,7,8-tetrahydro-2-naphthol-(-)-tartaric acid (1:1)
2933 99 80;193077-87-1;[(2S)-7-(2-methoxy-2-oxoethyl)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid
2933 99 80;193274-37-2;3a-benzyl-2-methyl-2,3a,4,5,6,7-hexahydro-3H-pyrazolo[4,3-c]pyridin-3-one L-tartarate
2933 99 80;194602-25-0;dibenzyl 1-(2,4-difluorophenyl)-2-(1H-1,2,4-triazol-1-yl)-1-(1H-1,2,4-triazol-1-ylmethyl)ethyl phosphate
2933 99 80;194602-27-2;diphenyl[(S)-pyrrolidin-3-yl]acetonitrile hydrobromide
2933 99 80;197143-35-4;(3Z)-4-(aminomethyl)pyrrolidin-3-one O-methyloxime dihydrochloride
2933 99 80;204255-02-7;ethyl (1R,5R,6R)-5-(1-ethylpropoxy)-7-azabicyclo[4.1.0]hept-3-ene-3-carboxylate
2933 99 80;210288-67-8;[(2S)-7-iodo-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid
2933 99 80;210558-66-0;(1R,2S)-1-phenyl-2-pyrrolidin-1-ylpropan-1-ol hydrochloride
2933 99 80;219909-83-8;3-((4S)-4-sulfanyl-L-prolinamido)benzoic acid hydrochloride
2933 99 80;221030-56-4;2-(4-fluorophenyl)-4-(3-hydroxy-3-methylbutoxy)-5-(4-mesylphenyl)pyridazin-3(2H)-one
2933 99 80;221148-46-5;2-(4-ethoxyphenyl)-3-(4-mesylphenyl)pyrazolo[1,5-b]pyridazine
2933 99 80;227025-33-4;1-benzyl-4H-imidazo[4,5,1-ij]quinolin-2(1H)-one
2933 99 80;235106-62-4;2,2′-[(4-hydroxyphenyl)methylene]bis(4-{(E)-[(5-methyl-1H-tetrazol-1-yl)imino]methyl}phenol)
2933 99 80;239463-85-5;3-{5-[(2R)-2-aminopropyl]-7-cyano-2,3-dihydro-1H-indol-1-yl}propyl benzoate (2R,3R)-2,3-dihydroxybutanedioate
2933 99 80;244191-95-5;α-L-aspartyl-N 6-(tert-butoxycarbonyl)-L-lysyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-L-alanyl-O-tert-butyl-L-seryl-L-leucyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-N-trityl-L-asparaginyl-N1-(tert-butoxycarbonyl)-L-tryptophyl-L-phenylalaninamide, tert-butyl ester
2933 99 80;244191-96-6;N-[(9H-fluoren-9-ylmethoxy)carbonyl]-α-L-aspartyl-N 6-(tert-butoxycarbonyl)-L-lysyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-L-alanyl-O-tert-butyl-L-seryl-L-leucyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-N-trityl-L-asparaginyl-N 1-(tert-butoxycarbonyl)-L-tryptophan, 1-tert-butyl ester
2933 99 80;244244-29-9;N-[(9H-fluoren-9-ylmethoxy)carbonyl]-α-L-glutamyl-N 6-(tert-butoxycarbonyl)-L-lysyl-N-trityl-L-asparaginyl-α-L-glutamyl-N-trityl-L-glutaminyl-α-L-glutamyl-L-leucyl-L-leucyl-α-L-glutamyl-L-leucyl-α-L-aspartyl-N 6-(tert-butoxycarbonyl)-L-lysyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-L-alanyl-O-tert-butyl-L-seryl-L-leucyl-N1-(tert-butoxycarbonyl)-L-tryptophyl-N-trityl-L-asparaginyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-L-phenylalaninamide, penta-tert-butyl ester
2933 99 80;244244-31-3;α-L-glutamyl-N 6-(tert-butoxycarbonyl)-L-lysyl-N-trityl-L-asparaginyl-α-L-glutamyl-N-trityl-L-glutaminyl-α-L-glutamyl-L-leucyl-L-leucyl-α-L-glutamyl-L-leucyl-α-L-aspartyl-N 6-(tert-butoxycarbonyl)-L-lysyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-L-alanyl-O-tert-butyl-L-seryl-L-leucyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-N-trityl-L-asparaginyl-N 1-(tert-butoxycarbonyl)-L-tryptophyl-L-phenylalaninamide, penta-tert-butyl ester monohydrochloride
2933 99 80;251579-55-2;(N-acetyl-N-methylglycyl)glycylvalyl-D-alloisoleucylthreonylnorvalylisoleucylarginyl(N-ethylprolinamide) monoacetate (salt)
2933 99 80;252742-72-6;5-(chloromethyl)-1,2-dihydro-3H-1,2,4-triazol-3-one
2933 99 80;259793-88-9;6-bromo-3-oxo-3,4-dihydropyrazine-2-carboxamide
2933 99 80;261953-36-0;6-iodo-1H-indazole
2933 99 80;269731-84-2;(5R,6R)-1-benzyl-5-hydroxy-6-(methylamino)-5,6-dihydro-4H-imidazo[4,5,1-ij]quinolin-2(1H)-one
2933 99 80;272107-22-9;3,10-dibromo-8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridine
2933 99 80;288385-88-6;4-fluoro-2-methyl-1H-indol-5-ol
2933 99 80;346412-97-3;1-aminopyridazinium hexafluorophosphate(1-)
2933 99 80;361440-67-7;tert-butyl (1S,3S,5S)-3-carbamoyl-2-azabicyclo[3.1.0]hexane-2-carboxylate
2933 99 80;442526-89-8;isoleucylarginyl(N-ethylprolinamide) dihydrochloride
2933 99 80;444731-72-0;2,3-dimethyl-2H-indazol-6-amine
2933 99 80;481659-93-2;ethyl 1-methyl-5-[4′-(trifluoromethyl)biphenyl-2-carboxamido]indole-2-carboxylate
2933 99 80;481659-96-5;potassium 1-methyl-5-[4′-(trifluoromethyl)biphenyl-2-carboxamido]indole-2-carboxylate
2933 99 80;503293-47-8;5-(2-chloro-6-fluorophenyl)-2H-tetrazole
2933 99 80;557101-39-0;ethyl 2-amino-9,10-dimethoxy-1,6,7,11b-tetrahydro-4H-pyrido[2,1-a]isoquinoline-3-carboxylate
2933 99 80;606143-52-6;5-[(4-bromo-2-chlorophenyl)amino]-4-fluoro-N-(2-hydroxyethoxy)-1-methyl-1H-benzimidazole-6-carboxamide
